iter	Logloss
0	0.5787876865
1	0.4941053892
2	0.4155865719
3	0.3796779231
4	0.316949677
5	0.2710394943
6	0.2327484834
7	0.199684829
8	0.1661457095
9	0.1451050608
10	0.1263731739
11	0.1109455678
12	0.09662707647
13	0.08433111927
14	0.07545042875
15	0.06626441186
16	0.0593259711
17	0.05406167214
18	0.04823008755
19	0.04361433732
20	0.03937645544
21	0.03567772163
22	0.03207364626
23	0.02862609269
24	0.02649351379
25	0.02438486041
26	0.02286112518
27	0.02142202645
28	0.02003832658
29	0.01822312464
30	0.0172677197
31	0.0162984917
32	0.01553167167
33	0.01461222925
34	0.013700663
35	0.01301686492
36	0.01242457566
37	0.01178788721
38	0.01108571103
39	0.01061089102
40	0.01002627402
41	0.009472822934
42	0.009007815729
43	0.008659157314
44	0.008289705243
45	0.007933789178
46	0.007592657156
47	0.007118241306
48	0.006749538999
49	0.006529131479
50	0.006253778412
51	0.006012019881
52	0.005714030642
53	0.005560931407
54	0.005309985395
55	0.005134640556
56	0.00495189742
57	0.00483137892
58	0.004645294788
59	0.004502029273
60	0.004332050681
61	0.004148604838
62	0.00398061516
63	0.003885280668
64	0.003753305789
65	0.003599049229
66	0.00351780653
67	0.003426373266
68	0.003345495776
69	0.00328142209
70	0.003196760228
71	0.00311613658
72	0.003058986706
73	0.003020235321
74	0.002956468808
75	0.002845648872
76	0.002769330614
77	0.002719231865
78	0.002626439197
79	0.002554118633
80	0.00248433911
81	0.002432794425
82	0.002392884671
83	0.002357283705
84	0.002326135573
85	0.002263836955
86	0.002214103937
87	0.002180300522
88	0.002144803603
89	0.002112101306
90	0.002087258064
91	0.002061980597
92	0.002005506503
93	0.001973760755
94	0.001942177091
95	0.001918113938
96	0.001870793339
97	0.001827677745
98	0.001800099094
99	0.001778593712
100	0.001778622207
101	0.001752721505
102	0.001736041616
103	0.001707601704
104	0.001688090333
105	0.001647617603
106	0.001647588585
107	0.001624079127
108	0.001624079127
109	0.001624083441
110	0.001609150255
111	0.001592474548
112	0.001575723813
113	0.001547560226
114	0.001509910613
115	0.001477721882
116	0.001477727895
117	0.00147766084
118	0.001456001218
119	0.001456001218
120	0.001426553909
121	0.001400608504
122	0.001400582623
123	0.001400543409
124	0.001400557657
125	0.001375350121
126	0.001375333782
127	0.001375365676
128	0.001359678413
129	0.001359659067
130	0.001359644689
131	0.001359620899
132	0.001359620899
133	0.001343717439
134	0.001343723844
135	0.001343685676
136	0.001326981213
137	0.001326991539
138	0.001326983697
139	0.001310812538
140	0.001295636228
141	0.001295628255
142	0.001278452183
143	0.001268686171
144	0.0012686731
145	0.001268661074
146	0.001257596962
147	0.001257596962
148	0.001257536573
149	0.001242689658
150	0.001242640902
151	0.001242650444
152	0.001242628223
153	0.001232006179
154	0.001231980428
155	0.001231987225
156	0.001207358612
157	0.001207382271
158	0.001196393318
159	0.001196393318
160	0.00119643593
161	0.001196406912
162	0.001196385083
163	0.001196394233
164	0.001196385998
165	0.001196361686
166	0.001196357373
167	0.001196364823
168	0.00119633123
169	0.001196315545
170	0.00117744976
171	0.001177435904
172	0.001177409239
173	0.00117739656
174	0.00117739656
175	0.001177405448
176	0.001177345452
177	0.001177317741
178	0.00117729552
179	0.001171168528
180	0.001155776674
181	0.001155752362
182	0.001155750401
183	0.001155711972
184	0.001155700861
185	0.001155668706
186	0.001155653544
187	0.001155627924
188	0.001155599429
189	0.001155599429
190	0.001155611454
191	0.001155638381
192	0.00115559054
193	0.001155591455
194	0.001146632721
195	0.001146602526
196	0.001146615728
197	0.001146584619
198	0.0011465739
199	0.001146545536
200	0.001146545536
201	0.001146504231
202	0.001146525929
203	0.001146516779
204	0.001146512335
205	0.001146490767
206	0.001146484755
207	0.001146497956
208	0.001146459789
209	0.0011464692
210	0.001146435738
211	0.001146267642
212	0.00114628019
213	0.001146228951
214	0.001146241761
215	0.001146215096
216	0.001146210521
217	0.001146234703
218	0.001146186731
219	0.001146165687
220	0.001146148041
221	0.001146181241
222	0.001146146341
223	0.001146139544
224	0.001146125558
225	0.001146120199
226	0.001146087782
227	0.00114607079
228	0.00114607079
229	0.00114603589
230	0.00114603589
231	0.001146004127
232	0.001146028962
233	0.001146013538
234	0.001146033406
235	0.001146033406
236	0.001146033406
237	0.00114601576
238	0.00114601576
239	0.00114601576
240	0.001145992232
241	0.001146012231
242	0.001145985435
243	0.001145976808
244	0.001145959162
245	0.001145956286
246	0.001145959815
247	0.001145965175
248	0.001145953803
249	0.001145975893
250	0.001145965436
251	0.001145937725
252	0.001145893937
253	0.001145938248
254	0.001145930928
255	0.001145913282
256	0.001145919556
257	0.001145933804
258	0.001145908968
259	0.0011458891
260	0.001145860213
261	0.00114585054
262	0.001145821522
263	0.001145816163
264	0.001145802961
265	0.001145803092
266	0.00114583577
267	0.001145774858
268	0.00114581198
269	0.001145763617
270	0.001145763617
271	0.00114573852
272	0.001145719436
273	0.001145706496
274	0.001145718652
275	0.001145668197
276	0.001145677216
277	0.001145663361
278	0.001145631859
279	0.001145631859
280	0.001145631859
281	0.001145668066
282	0.001145627676
283	0.00114563016
284	0.001145633951
285	0.001145633951
286	0.001145637741
287	0.001145612252
288	0.001145622971
289	0.001145620095
290	0.001145602318
291	0.001145601011
292	0.001145565719
293	0.0011455733
294	0.001145570686
295	0.001145563497
296	0.001145563497
297	0.001145563497
298	0.001145581535
299	0.001145515787
300	0.001145540099
301	0.001145510689
302	0.00114554206
303	0.001145543236
304	0.001145537354
305	0.001145494742
306	0.001145484939
307	0.001145453307
308	0.001145503892
309	0.001145476835
310	0.001145468208
311	0.001145466116
312	0.001145436053
313	0.001145422197
314	0.001145434223
315	0.001145410564
316	0.00114540076
317	0.001145423504
318	0.001145423504
319	0.00114540808
320	0.001145374095
321	0.001145359455
322	0.001145365468
323	0.00114536756
324	0.001145340502
325	0.001145271356
326	0.00114528495
327	0.00114526116
328	0.001145226129
329	0.001145244952
330	0.001145208483
331	0.001145208614
332	0.001145212535
333	0.001145179465
334	0.001145192144
335	0.001145190314
336	0.001145175675
337	0.001145207699
338	0.00114516391
339	0.00114516757
340	0.001145126788
341	0.001145168616
342	0.001145111626
343	0.001145091757
344	0.001145073719
345	0.001145081562
346	0.001145083653
347	0.001145059864
348	0.001145056988
349	0.001145056988
350	0.001145042087
351	0.00114504993
352	0.001145012154
353	0.001145034506
354	0.001145044701
355	0.001144949543
356	0.001144942484
357	0.001144925623
358	0.001144922616
359	0.001144914251
360	0.001144914251
361	0.001141807489
362	0.001141743702
363	0.001141746055
364	0.001141697953
365	0.001141661223
366	0.001141680699
367	0.001141681221
368	0.001141679261
369	0.001141664229
370	0.001141656909
371	0.00114165155
372	0.00114162044
373	0.001141632858
374	0.001141626584
375	0.001141599527
376	0.001141612728
377	0.001141613251
378	0.001141613251
379	0.001141612728
380	0.001141634034
381	0.001141555738
382	0.001141555738
383	0.001141594821
384	0.001141577698
385	0.001141577698
386	0.001141559659
387	0.001141559659
388	0.001141559659
389	0.001141559659
390	0.001141541621
391	0.001141498225
392	0.001141485415
393	0.001141521492
394	0.001141456397
395	0.0011414496
396	0.001141402021
397	0.001141402021
398	0.001141407511
399	0.001141402021
400	0.001141378493
401	0.001141397315
402	0.001141360977
403	0.001141360977
404	0.001141413654
405	0.00114136699
406	0.001141396008
407	0.001141388557
408	0.00114133954
409	0.001141343723
410	0.001141343723
411	0.001141345815
412	0.001141296144
413	0.001141293661
414	0.001141286602
415	0.001141274707
416	0.001141254055
417	0.001141269087
418	0.001141262943
419	0.001141236932
420	0.001141206999
421	0.001141239284
422	0.001141224253
423	0.001141232357
424	0.001141232357
425	0.00114119994
426	0.001141203861
427	0.001141206737
428	0.001141188307
429	0.001141176543
430	0.001141202162
431	0.00114114857
432	0.00114114857
433	0.001141144518
434	0.001141136806
435	0.001141119552
436	0.001141098246
437	0.00114110439
438	0.001141006617
439	0.001140985311
440	0.001140985311
441	0.001140964397
442	0.001140964397
443	0.001140964397
444	0.001140965966
445	0.001140987925
446	0.001140939301
447	0.001140970671
448	0.001140960737
449	0.00114087499
450	0.001140862703
451	0.001140829764
452	0.001140860089
453	0.001140852508
454	0.001140833816
455	0.001140822052
456	0.001140767284
457	0.001140732253
458	0.001140732253
459	0.001140745585
460	0.001140763624
461	0.001140730946
462	0.001140708463
463	0.001140744801
464	0.001140713692
465	0.001140713692
466	0.001140713692
467	0.001140742187
468	0.001140648074
469	0.001140657747
470	0.001140625853
471	0.001140625853
472	0.001140535531
473	0.001140520892
474	0.001140408741
475	0.001140408741
476	0.001140383644
477	0.001140368874
478	0.001140362207
479	0.001140369658
480	0.001140370181
481	0.001140330444
482	0.001140325216
483	0.001140309269
484	0.001140296721
485	0.001140319334
486	0.001140296721
487	0.001140296721
488	0.001140296721
489	0.001140264696
490	0.001140271101
491	0.001140287179
492	0.001140270186
493	0.001140270186
494	0.00114023228
495	0.001140182478
496	0.001140199471
497	0.001140201693
498	0.001140180648
499	0.001140198687
